name,quantity,protein,carbs,sugars,cholesterol,fiber,fat,calories
Pork/ pan-broil/ heated/ separable lean only/ bone-in/ slice/ ham -- water added/ cured,0,22.04,1.48,1.48,65,0,4.3,131
"Beef/ braised/ cooked/ choice/ trimmed to 0"" fat/ separable lean only/ top round/ round",0,36.12,0,0,90,0,5.8,207
"Beef/ braised/ cooked/ select/ trimmed to 0"" fat/ separable lean only/ top round/ round",0,36.12,0,0,90,0,4,190
Infant formula/ not reconstituted/ powder/ with iron/ NUTRAMIGEN/ ENFAMIL/ MEAD JOHNSON,0,14.2,55,55,0,0,25,502
Infant formula/ with ARA and DHA/ ready-to-feed/ with iron/ ENFAMIL LIPIL/ MEAD JOHNSON,0,1.38,7.1,7.1,1,0,3.5,64
Milk/ vitamin A and vitamin D/ with added nonfat milk solids/ 1% milkfat/ fluid/ lowfat,0,3.48,4.97,0,4,0,1,43
Pork/ pan-fried/ cooked/ separable lean only/ bone-in/ center loin (chops)/ loin/ fresh,0,29.56,0,0,78,0,7.7,195
Infant formula/ with ARA and DHA/ ready-to-feed/ For Spit Up/ SIMILAC/ ABBOTT NUTRITION,0,1.4,7.19,7.19,0,0,3.5,66
Beef/ braised/ cooked/ separable lean and fat/ brisket navel end/ imported/ New Zealand,0,20.14,0,0,72,0,41,453
Seeds/ from unroasted kernels (non-chemically removed seed coat)/ tahini/ sesame butter,0,17.95,17.89,0,0,9.3,56,607
Potatoes/ as purchased/ frozen/ salt not added in processing/ cottage-cut/ french fried,0,2.42,23.98,0,0,3,5.8,153
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye steak",0,18.86,0,0,68,0,17,227
Pork/ unheated/ separable lean and fat/ boneless/ whole/ ham with natural juices/ cured,0,19.38,1.02,1.02,53,0,3.4,112
Lamb/ fast roasted/ cooked/ separable lean only/ boneless/ chump/ imported/ New Zealand,0,23.69,0,0,74,0,5.3,142
"Lamb/ raw/ choice/ trimmed to 1/4"" fat/ separable lean and fat/ arm/ shoulder/ domestic",0,16.79,0,0,71,0,21,260
Soymilk/ vitamins A and D/ with added calcium/ unsweetened/ light/ original and vanilla,0,2.62,3.85,0.41,0,0.6,0.9,34
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean only/ boneless/ flat half/ brisket",0,21.28,0,0,67,0,5.8,137
Pork/ broiled/ cooked/ separable lean and fat/ bone-in/ center rib (chops)/ loin/ fresh,0,24.42,0,0,67,0,13,222
Pork/ braised/ cooked/ separable lean and fat/ bone-in/ center rib (chops)/ loin/ fresh,0,26.66,0,0,79,0,16,261
"Lamb/ raw/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ arm/ shoulder/ domestic",0,17.19,0,0,70,0,19,244
Pork/ roasted/ cooked/ separable lean and fat/ boneless/ top loin (roasts)/ loin/ fresh,0,26.45,0,0,80,0,8.8,192
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye steak",0,18.86,0,0,68,0,16,216
English muffins/ with calcium propionate (includes sourdough)/ enriched/ toasted/ plain,0,10.32,52.65,3.47,0,2.8,2,270
Oil/ used for whipped toppings and coffee whiteners/ coconut (hydrogenated)/ industrial,0,0,0,0,0,0,100,880
Infant formula/ not reconstituted/ powder/ with iron/ ISOMIL/ SIMILAC/ ABBOTT NUTRITION,0,12.6,53.57,52.97,0,0,28,517
CAMPBELL'S CHUNKY Microwavable Bowls/ ready-to-serve/ Grilled Chicken and Sausage Gumbo,0,2.86,7.35,2.04,6,0.4,1.6,57
CAMPBELL'S CHUNKY Microwavable Bowls/ ready-to-serve/ Beef with Country Vegetables Soup,0,4.08,8.57,1.22,8,2,1.2,61
Pork/ roasted/ heated/ separable lean only/ bone-in/ rump/ ham and water product/ cured,0,21.28,1.15,1.15,66,0,4.7,131
"Beef/ raw/ select/ trimmed to 1/8"" fat/ separable lean only/ roast/ bottom round/ round",0,22.18,0,0,59,0,3.7,128
Cereals/ without salt/ stove-top/ cooked with water/ 1 minute cook time/ CREAM OF WHEAT,0,1.65,11.16,0.07,0,0.4,0.4,56
"Lamb/ braised/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ foreshank/ domestic",0,28.37,0,0,106,0,13,243
Margarine/ CANOLA HARVEST Soft Spread (canola/ palm and palm kernel oils)/ tub/ 80% fat,0,0.41,1.39,0,0,0,80,730
"Beef/ raw/ select/ trimmed to 1/8"" fat/ separable lean and fat/ steak/ top round/ round",0,22.18,0,0,68,0,7.7,164
"Beef/ raw/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ steak/ top round/ round",0,21.94,0,0,69,0,8.2,168
Cowpeas/ with salt/ boiled/ cooked/ mature seeds/ common (blackeyes/ crowder/ southern),0,7.73,20.76,3.3,0,6.5,0.5,116
Pork/ pan-fried/ cooked/ separable lean only/ boneless/ center rib (chops)/ loin/ fresh,0,27.68,0,0,70,0,12,224
Pork/ roasted/ cooked/ bone-in/ separable lean and fat/ country-style ribs/ loin/ fresh,0,21.75,0,0,91,0,29,359
Pork/ broiled/ cooked/ bone-in/ separable lean and fat/ country-style ribs/ loin/ fresh,0,25.58,0,0,87,0,18,260
Infant formula/ with ARA and DHA/ ready to feed/ low iron/ LIPIL/ ENFAMIL/ MEAD JOHNSON,0,1.38,7.18,7.18,1,0,3.5,64
"Beef/ raw/ choice/ trimmed to 1/8"" fat/ separable lean only/ roast/ eye of round/ round",0,22.88,0,0,60,0,3.4,128
"Beef/ raw/ choice/ trimmed to 1/8"" fat/ separable lean only/ roast/ bottom round/ round",0,22.22,0,0,62,0,5,140
Beef/ braised/ cooked/ separable lean and fat/ brisket point end/ imported/ New Zealand,0,31.94,0,0,92,0,14,250
"Beef/ raw/ select/ trimmed to 1/8"" fat/ separable lean only/ roast/ eye of round/ round",0,22.31,0,0,58,0,2.6,119
"Beef/ broiled/ cooked/ choice/ trimmed to 0"" fat/ separable lean only/ top blade/ chuck",0,26.11,0,0,93,0,12,217
"Beef/ broiled/ cooked/ select/ trimmed to 0"" fat/ separable lean only/ top blade/ chuck",0,26.16,0,0,94,0,8,184
Pork/ roasted/ heated/ separable lean and fat/ bone-in/ rump/ ham -- water added/ cured,0,20.1,0.99,0.78,63,0,8.6,161
"Beef/ raw/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ whole (ribs 6-12)/ rib",0,16.34,0,0,71,0,28,322
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ flat half/ brisket",0,17.94,0,0,92,0,22,277
Fast foods/ vegetables and mayonnaise/ large patty; with condiments/ hamburger; single,0,11.34,17.33,4,33,1.5,12,226
Infant formula/ not reconstituted/ powder/ AA LIPIL/ NUTRAMIGEN/ ENFAMIL/ MEAD JOHNSON,0,14,51,51,0,0,26,500
Milk/ with added vitamin A and vitamin D/ protein fortified/ 1% milkfat/ fluid/ lowfat,0,3.93,5.52,0,4,0,1.2,48
HOT POCKETS/ frozen/ and Cheddar Stuffed Sandwich/ Broccoli/ CROISSANT POCKETS Chicken,0,8.9,30.4,7.6,29,1.1,8.6,235
Pork/ pan-fried/ cooked/ separable lean only/ bone-in/ center rib (chops)/ loin/ fresh,0,28.84,0,0,77,0,9.7,211
Pork/ roasted/ cooked/ separable lean and fat/ boneless/ sirloin (roasts)/ loin/ fresh,0,29.62,0,0,84,0,7.3,192
Fast foods/ vegetables and mayonnaise/ large patty; with condiments/ hamburger; double,0,13.94,13.74,3.52,46,1.4,16,252
Pork/ raw/ separable lean and fat only/ boneless/ blade (chops or roasts)/ loin/ fresh,0,20.54,0.76,0,59,0,7.9,157
Beverages/ fortified/ Revive Fruit Punch/ Glaceau Vitamin Water/ The COCA-COLA company,0,0,0,0,0,0,0,0
Beef/ fast roasted/ cooked/ separable lean and fat/ bolar blade/ imported/ New Zealand,0,31.3,0,0,92,0,11,228
Chicken/ original seasoning/ rotisserie/ cooked/ meat only/ breast/ broilers or fryers,0,28,0,0,86,0,2.8,137
Potatoes/ oven-heated/ frozen/ salt not added in processing/ cottage-cut/ french fried,0,3.44,34.03,0,0,3.2,8.2,218
Infant Formula/ with ARA and DHA/ ready-to-feed/ ENFACARE LIPIL/ ENFAMIL/ MEAD JOHNSON,0,2,7.4,7.4,1,0,3.8,71
Pork/ unheated/ separable lean and fat/ bone-in/ slice/ ham with natural juices/ cured,0,22.82,0.17,0.04,63,0,7.4,159
Pork/ unheated/ separable lean and fat/ bone-in/ shank/ ham with natural juices/ cured,0,22.35,0.32,0.32,62,0,11,191
Lamb/ fast roasted/ cooked/ separable lean and fat/ loin saddle/ imported/ New Zealand,0,21.13,0.1,0,76,0,21,274
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean only/ boneless/ short ribs/ chuck",0,20.14,0,0,80,0,9,161
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean only/ boneless/ short ribs/ chuck",0,19.38,0.29,0,73,0,11,175
Pork/ raw/ separable lean and fat/ boneless/ center rib (chops or roasts)/ loin/ fresh,0,19.9,0,0,60,0,14,211
"Beef/ braised/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ steak/ flank",0,26.98,0,0,72,0,16,263
"Beef/ broiled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ steak/ flank",0,27.55,0,0,81,0,9.3,202
Margarine-like spread/ SMART BALANCE Omega Plus Spread (with plant sterols & fish oil),0,0.13,0.16,0,23,0,71,605
"Beef/ raw/ select/ trimmed to 1/8"" fat/ separable lean and fat/ whole (ribs 6-12)/ rib",0,16.75,0,0,70,0,24,288
Chicken/ batter/ fried/ cooked/ meat and skin and giblets and neck/ broilers or fryers,0,22.84,9.03,0,103,0,18,291
"Lamb/ roasted/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ rib/ domestic",0,26.16,0,0,88,0,13,232
"Lamb/ broiled/ cooked/ choice/ trimmed to 1/4"" fat/ separable lean only/ rib/ domestic",0,27.74,0,0,91,0,13,235
Lamb/ fast roasted/ cooked/ separable lean only/ boneless/ loin/ imported/ New Zealand,0,28.99,0,0,86,0,4.5,156
Pork/ roasted/ cooked/ separable lean only/ bone-in/ center loin (roasts)/ loin/ fresh,0,28.58,0,0,75,0,8,194
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ blade roast/ chuck",0,17.16,0,0,71,0,19,248
"Lamb/ raw/ choice/ trimmed to 1/4"" fat/ separable lean only/ shank half/ leg/ domestic",0,20.52,0,0,64,0,4.2,125
Pork/ broiled/ cooked/ separable lean and fat/ boneless/ top loin (chops)/ loin/ fresh,0,26.62,0,0,73,0,9.1,196
Pork/ braised/ cooked/ separable lean and fat/ boneless/ top loin (chops)/ loin/ fresh,0,29.2,0,0,72,0,8.3,200
Applesauce/ without added ascorbic acid (includes USDA commodity)/ unsweetened/ canned,0,0.17,11.27,9.39,0,1.1,0.1,42
"Lamb/ raw/ choice/ trimmed to 1/4"" fat/ separable lean only/ blade/ shoulder/ domestic",0,19.29,0,0,67,0,7.6,151
Pork/ roasted/ heated/ separable lean only/ boneless/ whole/ ham -- water added/ cured,0,17.99,1.57,1.57,53,0,4.4,117
Beverages/ 3-2-1 plan/ Ready-To-Drink/  High Protein Shake/ Meal replacement/ SLIMFAST,0,6.59,0.85,0.6,4,0.4,2.9,58
Infant formula/ not reconstituted/ powder/ with iron/ LACTOFREE/ ENFAMIL/ MEAD JOHNSON,0,10.85,57,57,8,0,28,521
Pork/ roasted/ cooked/ separable lean only/ boneless/ center rib (roasts)/ loin/ fresh,0,28.81,0,0,83,0,10,214
Pork/ roasted/ cooked/ separable lean and fat/ boston (roasts)/ blade/ shoulder/ fresh,0,23.11,0,0,86,0,19,269
Pork/ broiled/ cooked/ separable lean and fat/ boston (steaks)/ blade/ shoulder/ fresh,0,25.58,0,0,95,0,17,259
"Beef/ broiled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ steak/ flank",0,27.78,0,0,78,0,7.2,183
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean only/ bone-in/ back ribs/ rib",0,19.11,0.46,0,70,0,18,239
Infant Formula/ prepared from powder/ with iron/ ENFAMIL GENTLEASE LIPIL/ MEAD JOHNSON,0,1.52,6.39,6.44,0,0,3.5,63
Squash/ with salt/ drained/ boiled/ cooked/ frozen/ crookneck and straightneck/ summer,0,1.28,5.54,2.33,0,1.4,0.2,25
SUPPER BAKES MEAL KITS/ Traditional Roast Chicken with stuffing (chicken not included),0,5.94,34.44,3.56,6,2.4,3.6,190
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ steak/ top sirloin",0,20.3,0,0,75,0,13,201
"Lamb/ raw/ trimmed to 1/8"" fat/ separable lean only/ loin/ fresh/ imported/ Australian",0,21,0,0,64,0,6.2,146
Beverages/ prepared with water/ without added sodium/ powder/ fruit punch-flavor drink,0,0,9.47,9.23,0,0,0,37
Vegetables/ no salt added/ mixed (corn/ lima beans/ peas/ green beans/ carrots) canned,0,1.4,7.31,2.41,0,3.1,0.2,37
Squash/ without salt/ drained/ boiled/ cooked/ frozen/ includes skin/ zucchini/ summer,0,1.15,3.56,1.69,0,1.3,0.1,17
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean only/ roast/ tip round/ round",0,21.07,0,0,57,0,4,126
Pork/ roasted/ cooked/ separable lean only/ bone-in/ center rib (roasts)/ loin/ fresh,0,28.82,0,0,78,0,9.2,206
Pork/ roasted/ cooked/ separable lean and fat/ bone-in/ sirloin (roasts)/ loin/ fresh,0,26.64,0,0,89,0,13,230
Pork/ roasted/ heated/ separable lean only/ bone-in/ shank/ ham -- water added/ cured,0,20.92,1.2,0.91,65,0,4.4,128
Pork/ unheated/ separable lean and fat/ bone-in/ rump/ ham with natural juices/ cured,0,19.7,0.43,0.43,67,0,13,200
Pork/ unheated/ separable lean and fat/ boneless/ whole/ ham and water product/ cured,0,14.05,4.21,4.21,43,0,5,117
Margarine-like/ with added vitamin D/ with salt/ stick/ 60% fat/ vegetable oil spread,0,0.12,0.69,0,0,0,60,537
Soup/ prepared with equal volume low fat (2%) milk/ canned/ new england/ clam chowder,0,3.24,7.46,2.81,7,0.3,2,61
PREGO Pasta/ ready-to-serve/ Heart Smart- Roasted Red Pepper and Garlic Italian Sauce,0,1.6,10.4,7.2,0,2.4,1.2,56
Pork/ broiled/ cooked/ separable lean and fat/ boneless/ sirloin (chops)/ loin/ fresh,0,28.19,0,0,76,0,5.5,170
Pork/ braised/ cooked/ separable lean and fat/ boneless/ sirloin (chops)/ loin/ fresh,0,28.41,0,0,80,0,5.5,171
Pork/ roasted/ cooked/ boneless/ separable lean only/ country-style ribs/ loin/ fresh,0,29.2,0,0,99,0,11,219
Pork/ broiled/ cooked/ boneless/ separable lean only/ country-style ribs/ loin/ fresh,0,27.83,0,0,89,0,12,216
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean only/ arm pot roast/ chuck",0,22.11,0,0,65,0,4.2,132
Beverages/ with non dairy creamer/ decaffeinated/ sweetened/ vanilla/ instant/ coffee,0,0,86.28,66.67,0,0,13,465
Chicken/ original seasoning/ rotisserie/ cooked/ meat only/ thigh/ broilers or fryers,0,24.06,0,0,130,0,11,196
Cereals/ with salt/ cooked with water/ enriched/ regular and quick/ white/ corn grits,0,1.71,14.76,0.12,0,0.8,0.5,71
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ steak/ tenderloin",0,19.61,0,0,85,0,18,247
Potatoes/ as purchased/ frozen/ salt not added in processing/ all types/ french fried,0,2.24,24.81,0.2,0,1.9,4.7,150
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean and fat/ bone-in/ back ribs/ rib",0,15.75,0.9,0,76,0,30,336
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean and fat/ bone-in/ back ribs/ rib",0,16.75,0.6,0,73,0,26,305
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean only/ boneless/ ribeye cap steak",0,19.46,1.75,0,64,0,11,187
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean only/ boneless/ ribeye cap steak",0,20.05,1.15,0,63,0,9.4,169
"Beef/ raw/ prime/ trimmed to 1/8"" fat/ separable lean and fat/ whole (ribs 6-12)/ rib",0,16.15,0,0,72,0,32,355
Chicken/ flour/ fried/ cooked/ meat and skin and giblets and neck/ broilers or fryers,0,28.57,3.27,0,112,0,15,272
Pork/ raw/ separable lean and fat/ bone-in/ center rib (chops or roasts)/ loin/ fresh,0,20.28,0,0,58,0,11,186
Pork/ braised/ cooked/ separable lean only/ bone-in/ center loin (chops)/ loin/ fresh,0,30.2,0,0,81,0,7.9,200
Beverages/ prepared with whole milk/ powder/ cereal grain beverage/ coffee substitute,0,3.3,5.6,0,13,0.1,3.3,65
SUPPER BAKES MEAL KITS/ Savory Pork Chops with herb stuffing (pork chop not included),0,5.91,36.64,4.73,6,2.4,1.2,181
Beverages/  3-2-1 Plan/ ready-to-drink/ regular/ meal replacement/ SLIMFAST/ UNILEVER,0,3.32,7.74,5.95,3,1.6,1.9,57
Pork/ broiled/ cooked/ separable lean only/ boneless/ center rib (chops)/ loin/ fresh,0,29.46,0,0,81,0,10,216
Pork/ braised/ cooked/ separable lean only/ boneless/ center rib (chops)/ loin/ fresh,0,27.95,0,0,71,0,10,211
Infant formula/ not reconstituted/ powder/ with iron/ PROSOBEE/ ENFAMIL/ MEAD JOHNSON,0,12.5,54.3,53,0,0,27,510
Grapefruit juice/ diluted with 3 volume water/ unsweetened/ frozen concentrate/ white,0,0.55,9.73,9.63,0,0.1,0.1,41
Frostings/ NFSMI Recipe No. C-32/ with butter/ prepared-from-recipe/ chocolate/ glaze,0,1.42,72.18,64.3,18,1.1,7.2,359
"Beef/ raw/ choice/ trimmed to 0"" fat/ separable lean and fat/ roast/ tip round/ round",0,20.16,0,0,63,0,7.7,156
"Beef/ raw/ select/ trimmed to 0"" fat/ separable lean and fat/ roast/ tip round/ round",0,20.8,0,0,61,0,6.3,145
VAN'S/ Gluten Free/ Crispy Six Whole Grain + Four Seed Baked Crackers/ The Perfect 10,0,7.63,67.57,0,0,0,19,471
Infant formula/ not reconstituted/ liquid concentrate/ soy/ store brand/ PBM PRODUCTS,0,3.6,12.18,12.18,0,0,7,126
Pork/ pan-fried/ cooked/ separable lean only/ boneless/ top loin (chops)/ loin/ fresh,0,30.46,0,0,69,0,4.6,172
Cereals ready-to-eat/ KELLOGG'S SMART START Strong Heart Antioxidants Cereal/ KELLOGG,0,7.5,86.8,27.79,0,5.4,1.5,371
Cheese product/ fortified with vitamin D/ reduced fat/ American/ pasteurized process,0,17.6,10.6,8.02,53,0,14,240
Infant formula/ 24 calories ready-to-feed Low iron/ Premature/ ENFAMIL/ MEAD JOHNSON,0,1.97,7.19,7.21,0,0,3.3,67
Infant formula/ 20 calories ready-to-feed Low iron/ Premature/ ENFAMIL/ MEAD JOHNSON,0,1.97,7.21,7.23,0,0,3.3,66
Pork/ broiled/ cooked/ separable lean only/ bone-in/ center rib (chops)/ loin/ fresh,0,25.79,0,0,66,0,8.4,186
Pork/ braised/ cooked/ separable lean and fat/ bone-in/ sirloin (chops)/ loin/ fresh,0,28.81,0,0,87,0,12,234
Pork/ broiled/ cooked/ separable lean and fat/ bone-in/ sirloin (chops)/ loin/ fresh,0,26.96,0,0,87,0,12,222
Pork/ roasted/ heated/ separable lean only/ bone-in/ rump/ ham -- water added/ cured,0,21.41,0.87,0.84,62,0,3.6,121
Pork/ unheated/ separable lean and fat/ bone-in/ slice/ ham and water product/ cured,0,13.69,2.72,0.85,50,0,9.3,149
Margarine-like vegetable-oil spread/ with added vitamin D/ 60% fat/ stick/tub/bottle,0,0.6,0,0,1,0,59,535
"Lamb/ raw/ choice/ trimmed to 1/4"" fat/ separable lean only/ arm/ shoulder/ domestic",0,19.99,0,0,64,0,5.2,132
KEEBLER/ Dark Chocolate Fudge Stripes Cookies/ FUDGE SHOPPE/ 100 Calorie RIGHT BITES,0,4.5,71.2,39.3,0,3.2,20,479
"Beef/ raw/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ tip round/ round",0,19.6,0,0,65,0,12,189
Pork/ pan-fried/ cooked/ separable lean and fat/ bone-in/ blade (chops)/ loin/ fresh,0,25.02,0,0,82,0,17,256
Pork/ broiled/ cooked/ bone-in/ separable lean only/ country-style ribs/ loin/ fresh,0,27.83,0,0,89,0,12,216
Beef/ fast fried/ cooked/ separable lean and fat/ rump centre/ imported/ New Zealand,0,30.01,0,0,78,0,8,192
Chicken/ original seasoning/ rotisserie/ cooked/ meat only/ back/ broilers or fryers,0,25.34,0,0,123,0,12,205
Chicken/ original seasoning/ rotisserie/ cooked/ meat only/ wing/ broilers or fryers,0,27.69,0,0,140,0,9.5,197
MCKEE BAKING/ Chocolate Covered/ Wafers with Peanut Butter/ LITTLE DEBBIE NUTTY BARS,0,8,55.2,34,0,0,33,548
Beef/ braised/ cooked/ separable lean only/ brisket point end/ imported/ New Zealand,0,34.51,0,0,95,0,7.1,202
Potatoes/ oven-heated/ frozen/ salt not added in processing/ all types/ french fried,0,2.66,28.71,0.28,0,2.6,5.2,172
Pork/ unheated/ separable lean and fat/ bone-in/ shank/ ham and water product/ cured,0,14.28,1.42,0.86,55,0,20,243
Lamb/ braised/ cooked/ separable lean and fat/ boneless/ flap/ imported/ New Zealand,0,20.48,0.14,0,76,0,33,376
Beef/ braised/ cooked/ separable lean only/ brisket navel end/ imported/ New Zealand,0,29.35,0,0,79,0,16,265
KFC/ skin and breading removed/ meat only/ Drumstick/ ORIGINAL RECIPE/ Fried Chicken,0,26.3,0.11,0,137,0,7.7,175
"Beef/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts",0,25.85,0,0,89,0,18,268
Beverages/ low calorie/ with high vitamin C with other added vitamins/ powder/ fruit-flavored drink,0,0.25,91,0,0,2.2,0.2,227
"Beef/ braised/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ arm pot roast/ chuck",0,30.12,0,0,120,0,19,302
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ boneless/ ribeye cap steak",0,24.66,1.53,0,76,0,16,246
Duck/ braised/ cooked without skin/ bone in/ meat only/ leg/ White Pekin/ domesticated/ young duckling,0,29.1,0,0,105,0,6,178
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ boneless/ chuck eye steak",0,24.98,0,0,87,0,20,277
"Beef/ grilled/ cooked/ select/ trimmed to 1/8"" fat/ separable lean only/ lip-on/ boneless/ rib eye steak",0,28.98,0,0,77,0,8.5,192
"Beef/ broiled/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ large end (ribs 6-9)/ rib",0,21.55,0,0,80,0,27,338
Duck/ broiled/ cooked without skin/ boneless/ meat only/ breast/ White Pekin/ domesticated/ young duckling,0,27.6,0,0,143,0,2.5,140
Fruit cocktail/ solids and liquids/ water pack/ canned/ (peach and pineapple and pear and grape and cherry),0,0.42,8.51,7.51,0,1,0.1,32
"Lamb/ cooked/ choice/ trimmed to 1/8"" fat/ separable lean and fat/ composite of trimmed retail cuts/ domestic",0,25.51,0,0,96,0,18,271
"Beef/ raw/ all grades/ trimmed to 0"" fat/ separable lean only/ America's Beef Roast/ boneless/ chuck eye roast",0,20.61,0,0,69,0,6,137
Beef/ raw/ separable lean only/ boneless/ top sirloin cap-off steak/roast/ loin/ grass-fed/ imported/ Australian,0,21.9,0,0,54,0,3.9,122
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ steak/ bottom round/ outside round/ round",0,28.01,0,0,75,0,5.2,166
"Beef/ grilled/ cooked/ all grades/ trimmed to 1/8"" fat/ separable lean and fat/ lip-on/ boneless/ top loin steak/ loin",0,26.18,0,0,81,0,18,264
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.53,0,0,98,0,11,209
Beverages/ fortified with vitamins B6 and B12/ charged citrus/ loaded cherry/ grape/ Original/ NOS energy drink/ THE COCA-COLA COMPANY,0,0,11.25,11.25,0,0,0,44
"Lamb/ roasted/ cooked/ trimmed to 0"" fat/ separable lean and fat/ bone-in/ denuded/ frenched/ roast/ rack/ fresh/ imported/ Australian",0,25.95,0,0,97,0,9.9,193
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.18,0.21,0,93,0,14,227
"Lamb/ grilled/ cooked/ trimmed to 0"" fat/ separable lean and fat/ bone-in/ denuded/ frenched/ rib chop/ fresh/ imported/ Australian",0,30.9,0,0,101,0,17,276
"Lamb/ roasted/ cooked/ trimmed to 0"" fat/ separable lean only/ bone-in/ denuded/ frenched/ roast/ rack/ fresh/ imported/ Australian",0,26.52,0,0,97,0,7.6,175
"Lamb/ braised/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ whole (arm and blade)/ shoulder/ frozen/ imported/ New Zealand",0,29.43,0,0,123,0,24,342
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,26.3,0,0,76,0,7.7,182
"Lamb/ braised/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ heel on/ hindshank/ leg/ fresh/ imported/ Australian",0,29.52,0,0,110,0,9.5,204
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ frozen/ imported/ New Zealand",0,25.34,0,0,101,0,14,234
Beef/ raw/ Aust. marble score 4/5/ separable lean and fat/ boneless/ small end rib steak/roast/ rib/ Wagyu/ imported/ Australian,0,17.07,0,0,76,0,28,317
"Lamb/ grilled/ cooked/ trimmed to 0"" fat/ separable lean only/ bone-in/ denuded/ frenched/ rib chop/ fresh/ imported/ Australian",0,33.17,0,0,103,0,12,236
"Beef/ grilled/ cooked/ all grades/ trimmed to 0"" fat/ separable lean only/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.5,0.14,0,93,0,13,220
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ whole (shank and sirloin)/ leg/ fresh/ imported/ Australian",0,25.16,0,0,88,0,15,244
"Lamb/ roasted/ cooked/ trimmed to 1/8"" fat/ separable lean and fat/ bone-in/ frenched/ roast/ rack/ fresh/ imported/ Australian",0,25.96,0,0,97,0,21,291
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.1,0.4,0,89,0,14,236
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ Denver Cut/ boneless/ under blade center steak/ chuck",0,26.3,0,0,98,0,12,215
"Lamb/ braised/ cooked/ trimmed to 1/8"" fat/ separable lean only/ bone-in/ heel on/ hindshank/ leg/ fresh/ imported/ Australian",0,30.73,0,0,111,0,5.6,174
Beef/ raw/ Aust. marble score 9/ separable lean and fat/ boneless/ small end rib steak/roast/ rib/ Wagyu/ imported/ Australian,0,14.54,0.42,0,82,0,38,405
Beef/ raw/ Aust. marble score 4/5/ separable lean and fat/ boneless/ tenderloin steak/roast/ loin/ Wagyu/ imported/ Australian,0,19.71,0,0,60,0,14,206
"Beef/ grilled/ cooked/ choice/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,26.07,0,0,74,0,8.1,184
"Beef/ grilled/ cooked/ select/ trimmed to 0"" fat/ separable lean and fat/ shoulder top and center steaks/ shoulder clod/ chuck",0,26.66,0,0,77,0,6.9,176
